Name,Gender,Course,Round,Hole,Par,Score,FIR,GIR,Approach.Dist,Putts,Exp_Putts,strokesgained,PuttLength
Player 1,Male,Nemacolin Resort - Shepards Rock,Qualifying,14,3,4,Not Applicable (PAR 3),Hit,126-150 yards,3,2.135,-0.865,50
Player 9,Male,Meadville Country Club,Tournament,10,4,4,Missed,Hit,176-200 yards,2,2.135,0.135,50
Player 8,Male,Sedgefield Country Club - Dye Course,Tournament,17,4,4,Hit,Hit,176-200 yards,2,2.135,0.135,50
Player 11,Male,San Destin Resort - Raven,Tournament,1,4,4,Hit,Hit,126-150 yards,2,2.135,0.135,50
Player 11,Male,Sedgefield Country Club - Dye Course,Tournament,14,4,5,Hit,Miss,176-200 yards,2,2.135,0.135,50
Player 20,Female,Meadville Country Club,Tournament,9,5,5,Hit,Hit,201-225 yards,3,2.135,-0.865,50
Player 15,Female,Indiana Country Club,Qualifying,6,4,5,Missed,Hit,126-150 yards,3,2.135,-0.865,50
Player 20,Female,Indiana Country Club,Qualifying,14,4,5,Missed,Hit,126-150 yards,3,2.135,-0.865,50
Player 16,Female,Avalon Lakes Golf Club,Qualifying,2,4,5,Hit,Hit,101-125 yards,3,2.143,-0.857,51
Player 16,Female,Meadville Country Club,Tournament,13,3,3,Not Applicable (PAR 3),Hit,126-150 yards,2,2.143,0.143,51
Player 11,Male,San Destin Resort - Raven,Tournament,10,4,4,Missed,Hit,101-125 yards,2,2.152,0.152,52
Player 3,Male,Columbus Country Club,Tournament,6,4,4,Hit,Hit,151-175 yards,2,2.168,0.168,54
Player 8,Male,Longue Vue Club,Competitive,7,4,4,Hit,Hit,225 + yards,3,2.168,-0.832,54
Player 16,Female,Meadville Country Club,Tournament,15,4,5,Hit,Miss,101-125 yards,3,2.168,-0.832,54
Player 11,Male,Longue Vue Club,Qualifying,3,3,3,Not Applicable (PAR 3),Hit,201-225 yards,2,2.177,0.177,55
Player 8,Male,Longue Vue Club,Qualifying,18,4,7,Hit,Miss,176-200 yards,3,2.177,-0.823,55
Player 3,Male,Sedgefield Country Club - Dye Course,Tournament,6,4,4,Hit,Hit,126-150 yards,2,2.177,0.177,55
Player 11,Male,Pittsburgh Field Club,Qualifying,14,3,3,Not Applicable (PAR 3),Hit,201-225 yards,2,2.177,0.177,55
Player 1,Male,Indiana Country Club,Qualifying,12,4,5,Hit,Hit,101-125 yards,3,2.218,-0.782,60
Player 3,Male,Sedgefield Country Club - Dye Course,Tournament,18,4,4,Missed,Hit,126-150 yards,2,2.218,0.218,60
Player 8,Male,PGA National - Champions,Tournament,2,4,5,Missed,Miss,176-200 yards,3,2.218,-0.782,60
Player 11,Male,Longue Vue Club,Qualifying,9,4,4,Hit,Hit,176-200 yards,2,2.218,0.218,60
Player 6,Male,Columbus Country Club,Tournament,18,5,4,Missed,Hit,176-200 yards,1,2.218,1.218,60
Player 16,Female,Indiana Country Club,Qualifying,13,4,5,Hit,Hit,151-175 yards,3,2.218,-0.782,60
Player 1,Male,Longue Vue Club,Qualifying,5,3,4,Not Applicable (PAR 3),Hit,176-200 yards,3,2.218,-0.782,60
Player 11,Male,Longue Vue Club,Qualifying,15,5,5,Hit,Hit,225 + yards,3,2.218,-0.782,60
Player 9,Male,Meadville Country Club,Tournament,16,4,4,Hit,Hit,101-125 yards,2,2.218,0.218,60
Player 8,Male,PGA National - Champions,Tournament,10,5,5,Missed,Hit,76-100 yards,2,2.218,0.218,60
Player 3,Male,Indiana Country Club,Qualifying,3,3,4,Not Applicable (PAR 3),Hit,176-200 yards,3,2.218,-0.782,60
Player 8,Male,Longue Vue Club,Qualifying,15,5,6,Missed,Hit,126-150 yards,3,2.257,-0.743,65
Player 11,Male,Longue Vue Club,Qualifying,7,4,5,Missed,Hit,Less than 50 yards,3,2.293,-0.707,70
Player 2,Male,Longue Vue Club,Qualifying,5,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,2.384,0.384,183
